"","day","countryCode","countryName","region","lat","lon","confirmed","recovered","death"
"14243","2020/04/25","MS","Montserrat","Americas",16.75,-62.2,11,2,1
"14244","2020/04/26","MS","Montserrat","Americas",16.75,-62.2,11,2,1
"14245","2020/04/27","MS","Montserrat","Americas",16.75,-62.2,11,2,1
"14246","2020/04/28","MS","Montserrat","Americas",16.75,-62.2,11,2,1
"14247","2020/04/29","MS","Montserrat","Americas",16.75,-62.2,11,2,1
"14248","2020/04/30","MS","Montserrat","Americas",16.75,-62.2,11,2,1
"14249","2020/05/01","MS","Montserrat","Americas",16.75,-62.2,11,2,1
"14250","2020/05/02","MS","Montserrat","Americas",16.75,-62.2,11,2,1
"14251","2020/05/03","MS","Montserrat","Americas",16.75,-62.2,11,7,1
"14252","2020/05/04","MS","Montserrat","Americas",16.75,-62.2,11,7,1
"14253","2020/05/05","MS","Montserrat","Americas",16.75,-62.2,11,7,1
"14254","2020/05/06","MS","Montserrat","Americas",16.75,-62.2,11,7,1
"14255","2020/05/07","MS","Montserrat","Americas",16.75,-62.2,11,7,1
"14256","2020/05/08","MS","Montserrat","Americas",16.75,-62.2,11,7,1
"14257","2020/01/22","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14258","2020/01/23","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14259","2020/01/24","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14260","2020/01/25","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14261","2020/01/26","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14262","2020/01/27","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14263","2020/01/28","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14264","2020/01/29","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14265","2020/01/30","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14266","2020/01/31","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14267","2020/02/01","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14268","2020/02/02","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14269","2020/02/03","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14270","2020/02/04","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14271","2020/02/05","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14272","2020/02/06","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14273","2020/02/07","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14274","2020/02/08","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14275","2020/02/09","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14276","2020/02/10","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14277","2020/02/11","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14278","2020/02/12","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14279","2020/02/13","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14280","2020/02/14","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14281","2020/02/15","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14282","2020/02/16","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14283","2020/02/17","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14284","2020/02/18","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14285","2020/02/19","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14286","2020/02/20","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14287","2020/02/21","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14288","2020/02/22","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14289","2020/02/23","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14290","2020/02/24","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14291","2020/02/25","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14292","2020/02/26","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14293","2020/02/27","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14294","2020/02/28","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14295","2020/02/29","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14296","2020/03/01","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14297","2020/03/02","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14298","2020/03/03","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14299","2020/03/04","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14300","2020/03/05","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14301","2020/03/06","MT","Malta","Europe",35.83333333,14.58333333,0,0,0
"14302","2020/03/07","MT","Malta","Europe",35.83333333,14.58333333,3,0,0
"14303","2020/03/08","MT","Malta","Europe",35.83333333,14.58333333,3,0,0
"14304","2020/03/09","MT","Malta","Europe",35.83333333,14.58333333,3,0,0
"14305","2020/03/10","MT","Malta","Europe",35.83333333,14.58333333,5,0,0
"14306","2020/03/11","MT","Malta","Europe",35.83333333,14.58333333,6,0,0
"14307","2020/03/12","MT","Malta","Europe",35.83333333,14.58333333,6,0,0
"14308","2020/03/13","MT","Malta","Europe",35.83333333,14.58333333,12,1,0
"14309","2020/03/14","MT","Malta","Europe",35.83333333,14.58333333,18,1,0
"14310","2020/03/15","MT","Malta","Europe",35.83333333,14.58333333,21,1,0
"14311","2020/03/16","MT","Malta","Europe",35.83333333,14.58333333,30,2,0
"14312","2020/03/17","MT","Malta","Europe",35.83333333,14.58333333,38,2,0
"14313","2020/03/18","MT","Malta","Europe",35.83333333,14.58333333,38,2,0
"14314","2020/03/19","MT","Malta","Europe",35.83333333,14.58333333,53,2,0
"14315","2020/03/20","MT","Malta","Europe",35.83333333,14.58333333,64,2,0
"14316","2020/03/21","MT","Malta","Europe",35.83333333,14.58333333,73,2,0
"14317","2020/03/22","MT","Malta","Europe",35.83333333,14.58333333,90,2,0
"14318","2020/03/23","MT","Malta","Europe",35.83333333,14.58333333,107,2,0
"14319","2020/03/24","MT","Malta","Europe",35.83333333,14.58333333,110,2,0
"14320","2020/03/25","MT","Malta","Europe",35.83333333,14.58333333,129,2,0
"14321","2020/03/26","MT","Malta","Europe",35.83333333,14.58333333,134,2,0
"14322","2020/03/27","MT","Malta","Europe",35.83333333,14.58333333,139,2,0
"14323","2020/03/28","MT","Malta","Europe",35.83333333,14.58333333,149,2,0
"14324","2020/03/29","MT","Malta","Europe",35.83333333,14.58333333,151,2,0
"14325","2020/03/30","MT","Malta","Europe",35.83333333,14.58333333,156,2,0
"14326","2020/03/31","MT","Malta","Europe",35.83333333,14.58333333,169,2,0
"14327","2020/04/01","MT","Malta","Europe",35.83333333,14.58333333,188,2,0
"14328","2020/04/02","MT","Malta","Europe",35.83333333,14.58333333,196,2,0
"14329","2020/04/03","MT","Malta","Europe",35.83333333,14.58333333,202,2,0
"14330","2020/04/04","MT","Malta","Europe",35.83333333,14.58333333,213,2,0
"14331","2020/04/05","MT","Malta","Europe",35.83333333,14.58333333,227,5,0
"14332","2020/04/06","MT","Malta","Europe",35.83333333,14.58333333,241,5,0
"14333","2020/04/07","MT","Malta","Europe",35.83333333,14.58333333,293,5,0
"14334","2020/04/08","MT","Malta","Europe",35.83333333,14.58333333,299,16,1
"14335","2020/04/09","MT","Malta","Europe",35.83333333,14.58333333,337,16,2
"14336","2020/04/10","MT","Malta","Europe",35.83333333,14.58333333,350,16,2
"14337","2020/04/11","MT","Malta","Europe",35.83333333,14.58333333,370,16,3
"14338","2020/04/12","MT","Malta","Europe",35.83333333,14.58333333,378,44,3
"14339","2020/04/13","MT","Malta","Europe",35.83333333,14.58333333,384,44,3
"14340","2020/04/14","MT","Malta","Europe",35.83333333,14.58333333,393,44,3
"14341","2020/04/15","MT","Malta","Europe",35.83333333,14.58333333,399,44,3
"14342","2020/04/16","MT","Malta","Europe",35.83333333,14.58333333,412,82,3
"14343","2020/04/17","MT","Malta","Europe",35.83333333,14.58333333,422,91,3
"14344","2020/04/18","MT","Malta","Europe",35.83333333,14.58333333,426,99,3
"14345","2020/04/19","MT","Malta","Europe",35.83333333,14.58333333,427,118,3
"14346","2020/04/20","MT","Malta","Europe",35.83333333,14.58333333,431,126,3
"14347","2020/04/21","MT","Malta","Europe",35.83333333,14.58333333,443,150,3
"14348","2020/04/22","MT","Malta","Europe",35.83333333,14.58333333,444,165,3
"14349","2020/04/23","MT","Malta","Europe",35.83333333,14.58333333,445,204,3
"14350","2020/04/24","MT","Malta","Europe",35.83333333,14.58333333,447,223,3
"14351","2020/04/25","MT","Malta","Europe",35.83333333,14.58333333,448,249,4
"14352","2020/04/26","MT","Malta","Europe",35.83333333,14.58333333,448,282,4
"14353","2020/04/27","MT","Malta","Europe",35.83333333,14.58333333,450,286,4
"14354","2020/04/28","MT","Malta","Europe",35.83333333,14.58333333,458,303,4
"14355","2020/04/29","MT","Malta","Europe",35.83333333,14.58333333,463,339,4
"14356","2020/04/30","MT","Malta","Europe",35.83333333,14.58333333,465,351,4
"14357","2020/05/01","MT","Malta","Europe",35.83333333,14.58333333,467,379,4
"14358","2020/05/02","MT","Malta","Europe",35.83333333,14.58333333,468,379,4
"14359","2020/05/03","MT","Malta","Europe",35.83333333,14.58333333,477,392,4
"14360","2020/05/04","MT","Malta","Europe",35.83333333,14.58333333,480,399,4
"14361","2020/05/05","MT","Malta","Europe",35.83333333,14.58333333,482,403,5
"14362","2020/05/06","MT","Malta","Europe",35.83333333,14.58333333,484,407,5
"14363","2020/05/07","MT","Malta","Europe",35.83333333,14.58333333,486,413,5
"14364","2020/05/08","MT","Malta","Europe",35.83333333,14.58333333,489,419,5
"14365","2020/01/22","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14366","2020/01/23","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14367","2020/01/24","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14368","2020/01/25","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14369","2020/01/26","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14370","2020/01/27","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14371","2020/01/28","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14372","2020/01/29","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14373","2020/01/30","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14374","2020/01/31","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14375","2020/02/01","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14376","2020/02/02","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14377","2020/02/03","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14378","2020/02/04","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14379","2020/02/05","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14380","2020/02/06","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14381","2020/02/07","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14382","2020/02/08","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14383","2020/02/09","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14384","2020/02/10","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14385","2020/02/11","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14386","2020/02/12","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14387","2020/02/13","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14388","2020/02/14","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14389","2020/02/15","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14390","2020/02/16","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14391","2020/02/17","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14392","2020/02/18","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14393","2020/02/19","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14394","2020/02/20","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14395","2020/02/21","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14396","2020/02/22","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14397","2020/02/23","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14398","2020/02/24","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14399","2020/02/25","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14400","2020/02/26","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14401","2020/02/27","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14402","2020/02/28","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14403","2020/02/29","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14404","2020/03/01","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14405","2020/03/02","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14406","2020/03/03","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14407","2020/03/04","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14408","2020/03/05","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14409","2020/03/06","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14410","2020/03/07","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14411","2020/03/08","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14412","2020/03/09","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14413","2020/03/10","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14414","2020/03/11","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14415","2020/03/12","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14416","2020/03/13","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14417","2020/03/14","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14418","2020/03/15","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14419","2020/03/16","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14420","2020/03/17","MU","Mauritius","Africa",-20.28333333,57.55,0,0,0
"14421","2020/03/18","MU","Mauritius","Africa",-20.28333333,57.55,3,0,0
"14422","2020/03/19","MU","Mauritius","Africa",-20.28333333,57.55,3,0,0
"14423","2020/03/20","MU","Mauritius","Africa",-20.28333333,57.55,12,0,0
"14424","2020/03/21","MU","Mauritius","Africa",-20.28333333,57.55,14,0,1
"14425","2020/03/22","MU","Mauritius","Africa",-20.28333333,57.55,18,0,1
"14426","2020/03/23","MU","Mauritius","Africa",-20.28333333,57.55,36,0,2
"14427","2020/03/24","MU","Mauritius","Africa",-20.28333333,57.55,42,0,2
"14428","2020/03/25","MU","Mauritius","Africa",-20.28333333,57.55,48,0,2
"14429","2020/03/26","MU","Mauritius","Africa",-20.28333333,57.55,81,0,2
"14430","2020/03/27","MU","Mauritius","Africa",-20.28333333,57.55,94,0,2
"14431","2020/03/28","MU","Mauritius","Africa",-20.28333333,57.55,102,0,2
"14432","2020/03/29","MU","Mauritius","Africa",-20.28333333,57.55,107,0,3
"14433","2020/03/30","MU","Mauritius","Africa",-20.28333333,57.55,128,0,3
"14434","2020/03/31","MU","Mauritius","Africa",-20.28333333,57.55,143,0,5
"14435","2020/04/01","MU","Mauritius","Africa",-20.28333333,57.55,161,0,6
"14436","2020/04/02","MU","Mauritius","Africa",-20.28333333,57.55,169,0,7
"14437","2020/04/03","MU","Mauritius","Africa",-20.28333333,57.55,186,0,7
"14438","2020/04/04","MU","Mauritius","Africa",-20.28333333,57.55,196,7,7
"14439","2020/04/05","MU","Mauritius","Africa",-20.28333333,57.55,227,7,7
"14440","2020/04/06","MU","Mauritius","Africa",-20.28333333,57.55,244,7,7
"14441","2020/04/07","MU","Mauritius","Africa",-20.28333333,57.55,268,8,7
"14442","2020/04/08","MU","Mauritius","Africa",-20.28333333,57.55,273,19,7
"14443","2020/04/09","MU","Mauritius","Africa",-20.28333333,57.55,314,23,7
"14444","2020/04/10","MU","Mauritius","Africa",-20.28333333,57.55,318,23,9
"14445","2020/04/11","MU","Mauritius","Africa",-20.28333333,57.55,319,28,9
"14446","2020/04/12","MU","Mauritius","Africa",-20.28333333,57.55,324,42,9
"14447","2020/04/13","MU","Mauritius","Africa",-20.28333333,57.55,324,42,9
"14448","2020/04/14","MU","Mauritius","Africa",-20.28333333,57.55,324,51,9
"14449","2020/04/15","MU","Mauritius","Africa",-20.28333333,57.55,324,65,9
"14450","2020/04/16","MU","Mauritius","Africa",-20.28333333,57.55,324,81,9
"14451","2020/04/17","MU","Mauritius","Africa",-20.28333333,57.55,324,108,9
"14452","2020/04/18","MU","Mauritius","Africa",-20.28333333,57.55,325,180,9
"14453","2020/04/19","MU","Mauritius","Africa",-20.28333333,57.55,328,208,9
"14454","2020/04/20","MU","Mauritius","Africa",-20.28333333,57.55,328,224,9
"14455","2020/04/21","MU","Mauritius","Africa",-20.28333333,57.55,328,243,9
"14456","2020/04/22","MU","Mauritius","Africa",-20.28333333,57.55,329,261,9
"14457","2020/04/23","MU","Mauritius","Africa",-20.28333333,57.55,331,266,9
"14458","2020/04/24","MU","Mauritius","Africa",-20.28333333,57.55,331,285,9
"14459","2020/04/25","MU","Mauritius","Africa",-20.28333333,57.55,331,295,9
"14460","2020/04/26","MU","Mauritius","Africa",-20.28333333,57.55,332,299,9
"14461","2020/04/27","MU","Mauritius","Africa",-20.28333333,57.55,332,302,10
"14462","2020/04/28","MU","Mauritius","Africa",-20.28333333,57.55,332,303,10
"14463","2020/04/29","MU","Mauritius","Africa",-20.28333333,57.55,332,306,10
"14464","2020/04/30","MU","Mauritius","Africa",-20.28333333,57.55,332,310,10
"14465","2020/05/01","MU","Mauritius","Africa",-20.28333333,57.55,332,312,10
"14466","2020/05/02","MU","Mauritius","Africa",-20.28333333,57.55,332,314,10
"14467","2020/05/03","MU","Mauritius","Africa",-20.28333333,57.55,332,315,10
"14468","2020/05/04","MU","Mauritius","Africa",-20.28333333,57.55,332,316,10
"14469","2020/05/05","MU","Mauritius","Africa",-20.28333333,57.55,332,319,10
"14470","2020/05/06","MU","Mauritius","Africa",-20.28333333,57.55,332,320,10
"14471","2020/05/07","MU","Mauritius","Africa",-20.28333333,57.55,332,320,10
"14472","2020/05/08","MU","Mauritius","Africa",-20.28333333,57.55,332,320,10
"14473","2020/01/22","MV","Maldives","Asia",3.25,73,0,0,0
"14474","2020/01/23","MV","Maldives","Asia",3.25,73,0,0,0
"14475","2020/01/24","MV","Maldives","Asia",3.25,73,0,0,0
"14476","2020/01/25","MV","Maldives","Asia",3.25,73,0,0,0
"14477","2020/01/26","MV","Maldives","Asia",3.25,73,0,0,0
"14478","2020/01/27","MV","Maldives","Asia",3.25,73,0,0,0
"14479","2020/01/28","MV","Maldives","Asia",3.25,73,0,0,0
"14480","2020/01/29","MV","Maldives","Asia",3.25,73,0,0,0
"14481","2020/01/30","MV","Maldives","Asia",3.25,73,0,0,0
"14482","2020/01/31","MV","Maldives","Asia",3.25,73,0,0,0
"14483","2020/02/01","MV","Maldives","Asia",3.25,73,0,0,0
"14484","2020/02/02","MV","Maldives","Asia",3.25,73,0,0,0
"14485","2020/02/03","MV","Maldives","Asia",3.25,73,0,0,0
"14486","2020/02/04","MV","Maldives","Asia",3.25,73,0,0,0
"14487","2020/02/05","MV","Maldives","Asia",3.25,73,0,0,0
"14488","2020/02/06","MV","Maldives","Asia",3.25,73,0,0,0
"14489","2020/02/07","MV","Maldives","Asia",3.25,73,0,0,0
"14490","2020/02/08","MV","Maldives","Asia",3.25,73,0,0,0
"14491","2020/02/09","MV","Maldives","Asia",3.25,73,0,0,0
"14492","2020/02/10","MV","Maldives","Asia",3.25,73,0,0,0
"14493","2020/02/11","MV","Maldives","Asia",3.25,73,0,0,0
"14494","2020/02/12","MV","Maldives","Asia",3.25,73,0,0,0
"14495","2020/02/13","MV","Maldives","Asia",3.25,73,0,0,0
"14496","2020/02/14","MV","Maldives","Asia",3.25,73,0,0,0
"14497","2020/02/15","MV","Maldives","Asia",3.25,73,0,0,0
"14498","2020/02/16","MV","Maldives","Asia",3.25,73,0,0,0
"14499","2020/02/17","MV","Maldives","Asia",3.25,73,0,0,0
"14500","2020/02/18","MV","Maldives","Asia",3.25,73,0,0,0
"14501","2020/02/19","MV","Maldives","Asia",3.25,73,0,0,0
"14502","2020/02/20","MV","Maldives","Asia",3.25,73,0,0,0
"14503","2020/02/21","MV","Maldives","Asia",3.25,73,0,0,0
"14504","2020/02/22","MV","Maldives","Asia",3.25,73,0,0,0
"14505","2020/02/23","MV","Maldives","Asia",3.25,73,0,0,0
"14506","2020/02/24","MV","Maldives","Asia",3.25,73,0,0,0
"14507","2020/02/25","MV","Maldives","Asia",3.25,73,0,0,0
"14508","2020/02/26","MV","Maldives","Asia",3.25,73,0,0,0
"14509","2020/02/27","MV","Maldives","Asia",3.25,73,0,0,0
"14510","2020/02/28","MV","Maldives","Asia",3.25,73,0,0,0
"14511","2020/02/29","MV","Maldives","Asia",3.25,73,0,0,0
"14512","2020/03/01","MV","Maldives","Asia",3.25,73,0,0,0
"14513","2020/03/02","MV","Maldives","Asia",3.25,73,0,0,0
"14514","2020/03/03","MV","Maldives","Asia",3.25,73,0,0,0
"14515","2020/03/04","MV","Maldives","Asia",3.25,73,0,0,0
"14516","2020/03/05","MV","Maldives","Asia",3.25,73,0,0,0
"14517","2020/03/06","MV","Maldives","Asia",3.25,73,0,0,0
"14518","2020/03/07","MV","Maldives","Asia",3.25,73,0,0,0
"14519","2020/03/08","MV","Maldives","Asia",3.25,73,4,0,0
"14520","2020/03/09","MV","Maldives","Asia",3.25,73,4,0,0
"14521","2020/03/10","MV","Maldives","Asia",3.25,73,6,0,0
"14522","2020/03/11","MV","Maldives","Asia",3.25,73,8,0,0
"14523","2020/03/12","MV","Maldives","Asia",3.25,73,8,0,0
"14524","2020/03/13","MV","Maldives","Asia",3.25,73,9,0,0
"14525","2020/03/14","MV","Maldives","Asia",3.25,73,10,0,0
"14526","2020/03/15","MV","Maldives","Asia",3.25,73,13,0,0
"14527","2020/03/16","MV","Maldives","Asia",3.25,73,13,0,0
"14528","2020/03/17","MV","Maldives","Asia",3.25,73,13,0,0
"14529","2020/03/18","MV","Maldives","Asia",3.25,73,13,0,0
"14530","2020/03/19","MV","Maldives","Asia",3.25,73,13,0,0
"14531","2020/03/20","MV","Maldives","Asia",3.25,73,13,0,0
"14532","2020/03/21","MV","Maldives","Asia",3.25,73,13,0,0
"14533","2020/03/22","MV","Maldives","Asia",3.25,73,13,0,0
"14534","2020/03/23","MV","Maldives","Asia",3.25,73,13,5,0
"14535","2020/03/24","MV","Maldives","Asia",3.25,73,13,5,0
"14536","2020/03/25","MV","Maldives","Asia",3.25,73,13,8,0
"14537","2020/03/26","MV","Maldives","Asia",3.25,73,13,8,0
"14538","2020/03/27","MV","Maldives","Asia",3.25,73,16,9,0
"14539","2020/03/28","MV","Maldives","Asia",3.25,73,16,9,0
"14540","2020/03/29","MV","Maldives","Asia",3.25,73,17,13,0
"14541","2020/03/30","MV","Maldives","Asia",3.25,73,17,13,0
"14542","2020/03/31","MV","Maldives","Asia",3.25,73,18,13,0
"14543","2020/04/01","MV","Maldives","Asia",3.25,73,19,13,0
"14544","2020/04/02","MV","Maldives","Asia",3.25,73,19,13,0
"14545","2020/04/03","MV","Maldives","Asia",3.25,73,19,13,0
"14546","2020/04/04","MV","Maldives","Asia",3.25,73,19,13,0
"14547","2020/04/05","MV","Maldives","Asia",3.25,73,19,13,0
"14548","2020/04/06","MV","Maldives","Asia",3.25,73,19,13,0
"14549","2020/04/07","MV","Maldives","Asia",3.25,73,19,13,0
"14550","2020/04/08","MV","Maldives","Asia",3.25,73,19,13,0
"14551","2020/04/09","MV","Maldives","Asia",3.25,73,19,13,0
"14552","2020/04/10","MV","Maldives","Asia",3.25,73,19,13,0
"14553","2020/04/11","MV","Maldives","Asia",3.25,73,19,13,0
"14554","2020/04/12","MV","Maldives","Asia",3.25,73,20,14,0
"14555","2020/04/13","MV","Maldives","Asia",3.25,73,20,14,0
"14556","2020/04/14","MV","Maldives","Asia",3.25,73,20,16,0
"14557","2020/04/15","MV","Maldives","Asia",3.25,73,22,16,0
"14558","2020/04/16","MV","Maldives","Asia",3.25,73,25,16,0
"14559","2020/04/17","MV","Maldives","Asia",3.25,73,28,16,0
"14560","2020/04/18","MV","Maldives","Asia",3.25,73,35,16,0
"14561","2020/04/19","MV","Maldives","Asia",3.25,73,52,16,0
"14562","2020/04/20","MV","Maldives","Asia",3.25,73,69,16,0
"14563","2020/04/21","MV","Maldives","Asia",3.25,73,83,16,0
"14564","2020/04/22","MV","Maldives","Asia",3.25,73,86,16,0
"14565","2020/04/23","MV","Maldives","Asia",3.25,73,108,16,0
"14566","2020/04/24","MV","Maldives","Asia",3.25,73,129,16,0
"14567","2020/04/25","MV","Maldives","Asia",3.25,73,141,17,0
"14568","2020/04/26","MV","Maldives","Asia",3.25,73,214,17,0
"14569","2020/04/27","MV","Maldives","Asia",3.25,73,226,17,0
"14570","2020/04/28","MV","Maldives","Asia",3.25,73,250,17,0
"14571","2020/04/29","MV","Maldives","Asia",3.25,73,278,17,1
"14572","2020/04/30","MV","Maldives","Asia",3.25,73,468,17,1
"14573","2020/05/01","MV","Maldives","Asia",3.25,73,491,17,1
"14574","2020/05/02","MV","Maldives","Asia",3.25,73,519,18,1
"14575","2020/05/03","MV","Maldives","Asia",3.25,73,527,18,1
"14576","2020/05/04","MV","Maldives","Asia",3.25,73,541,18,1
"14577","2020/05/05","MV","Maldives","Asia",3.25,73,573,20,2
"14578","2020/05/06","MV","Maldives","Asia",3.25,73,617,20,2
"14579","2020/05/07","MV","Maldives","Asia",3.25,73,648,20,3
"14580","2020/05/08","MV","Maldives","Asia",3.25,73,744,20,3
"14581","2020/01/22","MW","Malawi","Africa",-13.5,34,0,0,0
"14582","2020/01/23","MW","Malawi","Africa",-13.5,34,0,0,0
"14583","2020/01/24","MW","Malawi","Africa",-13.5,34,0,0,0
"14584","2020/01/25","MW","Malawi","Africa",-13.5,34,0,0,0
"14585","2020/01/26","MW","Malawi","Africa",-13.5,34,0,0,0
"14586","2020/01/27","MW","Malawi","Africa",-13.5,34,0,0,0
"14587","2020/01/28","MW","Malawi","Africa",-13.5,34,0,0,0
"14588","2020/01/29","MW","Malawi","Africa",-13.5,34,0,0,0
"14589","2020/01/30","MW","Malawi","Africa",-13.5,34,0,0,0
"14590","2020/01/31","MW","Malawi","Africa",-13.5,34,0,0,0
"14591","2020/02/01","MW","Malawi","Africa",-13.5,34,0,0,0
"14592","2020/02/02","MW","Malawi","Africa",-13.5,34,0,0,0
"14593","2020/02/03","MW","Malawi","Africa",-13.5,34,0,0,0
"14594","2020/02/04","MW","Malawi","Africa",-13.5,34,0,0,0
"14595","2020/02/05","MW","Malawi","Africa",-13.5,34,0,0,0
"14596","2020/02/06","MW","Malawi","Africa",-13.5,34,0,0,0
"14597","2020/02/07","MW","Malawi","Africa",-13.5,34,0,0,0
"14598","2020/02/08","MW","Malawi","Africa",-13.5,34,0,0,0
"14599","2020/02/09","MW","Malawi","Africa",-13.5,34,0,0,0
"14600","2020/02/10","MW","Malawi","Africa",-13.5,34,0,0,0
"14601","2020/02/11","MW","Malawi","Africa",-13.5,34,0,0,0
"14602","2020/02/12","MW","Malawi","Africa",-13.5,34,0,0,0
"14603","2020/02/13","MW","Malawi","Africa",-13.5,34,0,0,0
"14604","2020/02/14","MW","Malawi","Africa",-13.5,34,0,0,0
