"","day","countryCode","countryName","region","lat","lon","confirmed","recovered","death"
"1","2020/01/22","AD","Andorra","Europe",42.5,1.5,0,0,0
"2","2020/01/23","AD","Andorra","Europe",42.5,1.5,0,0,0
"3","2020/01/24","AD","Andorra","Europe",42.5,1.5,0,0,0
"4","2020/01/25","AD","Andorra","Europe",42.5,1.5,0,0,0
"5","2020/01/26","AD","Andorra","Europe",42.5,1.5,0,0,0
"6","2020/01/27","AD","Andorra","Europe",42.5,1.5,0,0,0
"7","2020/01/28","AD","Andorra","Europe",42.5,1.5,0,0,0
"8","2020/01/29","AD","Andorra","Europe",42.5,1.5,0,0,0
"9","2020/01/30","AD","Andorra","Europe",42.5,1.5,0,0,0
"10","2020/01/31","AD","Andorra","Europe",42.5,1.5,0,0,0
"11","2020/02/01","AD","Andorra","Europe",42.5,1.5,0,0,0
"12","2020/02/02","AD","Andorra","Europe",42.5,1.5,0,0,0
"13","2020/02/03","AD","Andorra","Europe",42.5,1.5,0,0,0
"14","2020/02/04","AD","Andorra","Europe",42.5,1.5,0,0,0
"15","2020/02/05","AD","Andorra","Europe",42.5,1.5,0,0,0
"16","2020/02/06","AD","Andorra","Europe",42.5,1.5,0,0,0
"17","2020/02/07","AD","Andorra","Europe",42.5,1.5,0,0,0
"18","2020/02/08","AD","Andorra","Europe",42.5,1.5,0,0,0
"19","2020/02/09","AD","Andorra","Europe",42.5,1.5,0,0,0
"20","2020/02/10","AD","Andorra","Europe",42.5,1.5,0,0,0
"21","2020/02/11","AD","Andorra","Europe",42.5,1.5,0,0,0
"22","2020/02/12","AD","Andorra","Europe",42.5,1.5,0,0,0
"23","2020/02/13","AD","Andorra","Europe",42.5,1.5,0,0,0
"24","2020/02/14","AD","Andorra","Europe",42.5,1.5,0,0,0
"25","2020/02/15","AD","Andorra","Europe",42.5,1.5,0,0,0
"26","2020/02/16","AD","Andorra","Europe",42.5,1.5,0,0,0
"27","2020/02/17","AD","Andorra","Europe",42.5,1.5,0,0,0
"28","2020/02/18","AD","Andorra","Europe",42.5,1.5,0,0,0
"29","2020/02/19","AD","Andorra","Europe",42.5,1.5,0,0,0
"30","2020/02/20","AD","Andorra","Europe",42.5,1.5,0,0,0
"31","2020/02/21","AD","Andorra","Europe",42.5,1.5,0,0,0
"32","2020/02/22","AD","Andorra","Europe",42.5,1.5,0,0,0
"33","2020/02/23","AD","Andorra","Europe",42.5,1.5,0,0,0
"34","2020/02/24","AD","Andorra","Europe",42.5,1.5,0,0,0
"35","2020/02/25","AD","Andorra","Europe",42.5,1.5,0,0,0
"36","2020/02/26","AD","Andorra","Europe",42.5,1.5,0,0,0
"37","2020/02/27","AD","Andorra","Europe",42.5,1.5,0,0,0
"38","2020/02/28","AD","Andorra","Europe",42.5,1.5,0,0,0
"39","2020/02/29","AD","Andorra","Europe",42.5,1.5,0,0,0
"40","2020/03/01","AD","Andorra","Europe",42.5,1.5,0,0,0
"41","2020/03/02","AD","Andorra","Europe",42.5,1.5,1,0,0
"42","2020/03/03","AD","Andorra","Europe",42.5,1.5,1,0,0
"43","2020/03/04","AD","Andorra","Europe",42.5,1.5,1,0,0
"44","2020/03/05","AD","Andorra","Europe",42.5,1.5,1,0,0
"45","2020/03/06","AD","Andorra","Europe",42.5,1.5,1,0,0
"46","2020/03/07","AD","Andorra","Europe",42.5,1.5,1,0,0
"47","2020/03/08","AD","Andorra","Europe",42.5,1.5,1,0,0
"48","2020/03/09","AD","Andorra","Europe",42.5,1.5,1,0,0
"49","2020/03/10","AD","Andorra","Europe",42.5,1.5,1,0,0
"50","2020/03/11","AD","Andorra","Europe",42.5,1.5,1,0,0
"51","2020/03/12","AD","Andorra","Europe",42.5,1.5,1,0,0
"52","2020/03/13","AD","Andorra","Europe",42.5,1.5,1,1,0
"53","2020/03/14","AD","Andorra","Europe",42.5,1.5,1,1,0
"54","2020/03/15","AD","Andorra","Europe",42.5,1.5,1,1,0
"55","2020/03/16","AD","Andorra","Europe",42.5,1.5,2,1,0
"56","2020/03/17","AD","Andorra","Europe",42.5,1.5,39,1,0
"57","2020/03/18","AD","Andorra","Europe",42.5,1.5,39,1,0
"58","2020/03/19","AD","Andorra","Europe",42.5,1.5,53,1,0
"59","2020/03/20","AD","Andorra","Europe",42.5,1.5,75,1,0
"60","2020/03/21","AD","Andorra","Europe",42.5,1.5,88,1,0
"61","2020/03/22","AD","Andorra","Europe",42.5,1.5,113,1,1
"62","2020/03/23","AD","Andorra","Europe",42.5,1.5,133,1,1
"63","2020/03/24","AD","Andorra","Europe",42.5,1.5,164,1,1
"64","2020/03/25","AD","Andorra","Europe",42.5,1.5,188,1,1
"65","2020/03/26","AD","Andorra","Europe",42.5,1.5,224,1,3
"66","2020/03/27","AD","Andorra","Europe",42.5,1.5,267,1,3
"67","2020/03/28","AD","Andorra","Europe",42.5,1.5,308,1,3
"68","2020/03/29","AD","Andorra","Europe",42.5,1.5,334,1,6
"69","2020/03/30","AD","Andorra","Europe",42.5,1.5,370,10,8
"70","2020/03/31","AD","Andorra","Europe",42.5,1.5,376,10,12
"71","2020/04/01","AD","Andorra","Europe",42.5,1.5,390,10,14
"72","2020/04/02","AD","Andorra","Europe",42.5,1.5,428,10,15
"73","2020/04/03","AD","Andorra","Europe",42.5,1.5,439,16,16
"74","2020/04/04","AD","Andorra","Europe",42.5,1.5,466,21,17
"75","2020/04/05","AD","Andorra","Europe",42.5,1.5,501,26,18
"76","2020/04/06","AD","Andorra","Europe",42.5,1.5,525,31,21
"77","2020/04/07","AD","Andorra","Europe",42.5,1.5,545,39,22
"78","2020/04/08","AD","Andorra","Europe",42.5,1.5,564,52,23
"79","2020/04/09","AD","Andorra","Europe",42.5,1.5,583,58,25
"80","2020/04/10","AD","Andorra","Europe",42.5,1.5,601,71,26
"81","2020/04/11","AD","Andorra","Europe",42.5,1.5,601,71,26
"82","2020/04/12","AD","Andorra","Europe",42.5,1.5,638,128,29
"83","2020/04/13","AD","Andorra","Europe",42.5,1.5,646,128,29
"84","2020/04/14","AD","Andorra","Europe",42.5,1.5,659,128,31
"85","2020/04/15","AD","Andorra","Europe",42.5,1.5,673,169,33
"86","2020/04/16","AD","Andorra","Europe",42.5,1.5,673,169,33
"87","2020/04/17","AD","Andorra","Europe",42.5,1.5,696,191,35
"88","2020/04/18","AD","Andorra","Europe",42.5,1.5,704,205,35
"89","2020/04/19","AD","Andorra","Europe",42.5,1.5,713,235,36
"90","2020/04/20","AD","Andorra","Europe",42.5,1.5,717,248,37
"91","2020/04/21","AD","Andorra","Europe",42.5,1.5,717,282,37
"92","2020/04/22","AD","Andorra","Europe",42.5,1.5,723,309,37
"93","2020/04/23","AD","Andorra","Europe",42.5,1.5,723,333,37
"94","2020/04/24","AD","Andorra","Europe",42.5,1.5,731,333,40
"95","2020/04/25","AD","Andorra","Europe",42.5,1.5,738,344,40
"96","2020/04/26","AD","Andorra","Europe",42.5,1.5,738,344,40
"97","2020/04/27","AD","Andorra","Europe",42.5,1.5,738,344,40
"98","2020/04/28","AD","Andorra","Europe",42.5,1.5,743,398,41
"99","2020/04/29","AD","Andorra","Europe",42.5,1.5,743,423,42
"100","2020/04/30","AD","Andorra","Europe",42.5,1.5,745,468,42
"101","2020/05/01","AD","Andorra","Europe",42.5,1.5,745,468,43
"102","2020/05/02","AD","Andorra","Europe",42.5,1.5,747,472,44
"103","2020/05/03","AD","Andorra","Europe",42.5,1.5,748,493,45
"104","2020/05/04","AD","Andorra","Europe",42.5,1.5,750,499,45
"105","2020/05/05","AD","Andorra","Europe",42.5,1.5,751,514,46
"106","2020/05/06","AD","Andorra","Europe",42.5,1.5,751,521,46
"107","2020/05/07","AD","Andorra","Europe",42.5,1.5,752,526,47
"108","2020/05/08","AD","Andorra","Europe",42.5,1.5,752,537,47
"109","2020/01/22","AE","United Arab Emirates","Asia",24,54,0,0,0
"110","2020/01/23","AE","United Arab Emirates","Asia",24,54,0,0,0
"111","2020/01/24","AE","United Arab Emirates","Asia",24,54,0,0,0
"112","2020/01/25","AE","United Arab Emirates","Asia",24,54,0,0,0
"113","2020/01/26","AE","United Arab Emirates","Asia",24,54,0,0,0
"114","2020/01/27","AE","United Arab Emirates","Asia",24,54,0,0,0
"115","2020/01/28","AE","United Arab Emirates","Asia",24,54,0,0,0
"116","2020/01/29","AE","United Arab Emirates","Asia",24,54,4,0,0
"117","2020/01/30","AE","United Arab Emirates","Asia",24,54,4,0,0
"118","2020/01/31","AE","United Arab Emirates","Asia",24,54,4,0,0
"119","2020/02/01","AE","United Arab Emirates","Asia",24,54,4,0,0
"120","2020/02/02","AE","United Arab Emirates","Asia",24,54,5,0,0
"121","2020/02/03","AE","United Arab Emirates","Asia",24,54,5,0,0
"122","2020/02/04","AE","United Arab Emirates","Asia",24,54,5,0,0
"123","2020/02/05","AE","United Arab Emirates","Asia",24,54,5,0,0
"124","2020/02/06","AE","United Arab Emirates","Asia",24,54,5,0,0
"125","2020/02/07","AE","United Arab Emirates","Asia",24,54,5,0,0
"126","2020/02/08","AE","United Arab Emirates","Asia",24,54,7,0,0
"127","2020/02/09","AE","United Arab Emirates","Asia",24,54,7,0,0
"128","2020/02/10","AE","United Arab Emirates","Asia",24,54,8,0,0
"129","2020/02/11","AE","United Arab Emirates","Asia",24,54,8,0,0
"130","2020/02/12","AE","United Arab Emirates","Asia",24,54,8,1,0
"131","2020/02/13","AE","United Arab Emirates","Asia",24,54,8,1,0
"132","2020/02/14","AE","United Arab Emirates","Asia",24,54,8,1,0
"133","2020/02/15","AE","United Arab Emirates","Asia",24,54,8,3,0
"134","2020/02/16","AE","United Arab Emirates","Asia",24,54,9,4,0
"135","2020/02/17","AE","United Arab Emirates","Asia",24,54,9,4,0
"136","2020/02/18","AE","United Arab Emirates","Asia",24,54,9,4,0
"137","2020/02/19","AE","United Arab Emirates","Asia",24,54,9,4,0
"138","2020/02/20","AE","United Arab Emirates","Asia",24,54,9,4,0
"139","2020/02/21","AE","United Arab Emirates","Asia",24,54,9,4,0
"140","2020/02/22","AE","United Arab Emirates","Asia",24,54,13,4,0
"141","2020/02/23","AE","United Arab Emirates","Asia",24,54,13,4,0
"142","2020/02/24","AE","United Arab Emirates","Asia",24,54,13,4,0
"143","2020/02/25","AE","United Arab Emirates","Asia",24,54,13,4,0
"144","2020/02/26","AE","United Arab Emirates","Asia",24,54,13,4,0
"145","2020/02/27","AE","United Arab Emirates","Asia",24,54,13,4,0
"146","2020/02/28","AE","United Arab Emirates","Asia",24,54,19,5,0
"147","2020/02/29","AE","United Arab Emirates","Asia",24,54,21,5,0
"148","2020/03/01","AE","United Arab Emirates","Asia",24,54,21,5,0
"149","2020/03/02","AE","United Arab Emirates","Asia",24,54,21,5,0
"150","2020/03/03","AE","United Arab Emirates","Asia",24,54,27,5,0
"151","2020/03/04","AE","United Arab Emirates","Asia",24,54,27,5,0
"152","2020/03/05","AE","United Arab Emirates","Asia",24,54,29,5,0
"153","2020/03/06","AE","United Arab Emirates","Asia",24,54,29,5,0
"154","2020/03/07","AE","United Arab Emirates","Asia",24,54,45,7,0
"155","2020/03/08","AE","United Arab Emirates","Asia",24,54,45,7,0
"156","2020/03/09","AE","United Arab Emirates","Asia",24,54,45,7,0
"157","2020/03/10","AE","United Arab Emirates","Asia",24,54,74,12,0
"158","2020/03/11","AE","United Arab Emirates","Asia",24,54,74,17,0
"159","2020/03/12","AE","United Arab Emirates","Asia",24,54,85,17,0
"160","2020/03/13","AE","United Arab Emirates","Asia",24,54,85,17,0
"161","2020/03/14","AE","United Arab Emirates","Asia",24,54,85,17,0
"162","2020/03/15","AE","United Arab Emirates","Asia",24,54,98,23,0
"163","2020/03/16","AE","United Arab Emirates","Asia",24,54,98,23,0
"164","2020/03/17","AE","United Arab Emirates","Asia",24,54,98,23,0
"165","2020/03/18","AE","United Arab Emirates","Asia",24,54,113,26,0
"166","2020/03/19","AE","United Arab Emirates","Asia",24,54,140,31,0
"167","2020/03/20","AE","United Arab Emirates","Asia",24,54,140,31,2
"168","2020/03/21","AE","United Arab Emirates","Asia",24,54,153,38,2
"169","2020/03/22","AE","United Arab Emirates","Asia",24,54,153,38,2
"170","2020/03/23","AE","United Arab Emirates","Asia",24,54,198,41,2
"171","2020/03/24","AE","United Arab Emirates","Asia",24,54,248,45,2
"172","2020/03/25","AE","United Arab Emirates","Asia",24,54,333,52,2
"173","2020/03/26","AE","United Arab Emirates","Asia",24,54,333,52,2
"174","2020/03/27","AE","United Arab Emirates","Asia",24,54,405,52,2
"175","2020/03/28","AE","United Arab Emirates","Asia",24,54,468,52,2
"176","2020/03/29","AE","United Arab Emirates","Asia",24,54,570,58,3
"177","2020/03/30","AE","United Arab Emirates","Asia",24,54,611,61,5
"178","2020/03/31","AE","United Arab Emirates","Asia",24,54,664,61,6
"179","2020/04/01","AE","United Arab Emirates","Asia",24,54,814,61,8
"180","2020/04/02","AE","United Arab Emirates","Asia",24,54,1024,96,8
"181","2020/04/03","AE","United Arab Emirates","Asia",24,54,1264,108,9
"182","2020/04/04","AE","United Arab Emirates","Asia",24,54,1505,125,10
"183","2020/04/05","AE","United Arab Emirates","Asia",24,54,1799,144,10
"184","2020/04/06","AE","United Arab Emirates","Asia",24,54,2076,167,11
"185","2020/04/07","AE","United Arab Emirates","Asia",24,54,2359,186,12
"186","2020/04/08","AE","United Arab Emirates","Asia",24,54,2659,239,12
"187","2020/04/09","AE","United Arab Emirates","Asia",24,54,2990,268,14
"188","2020/04/10","AE","United Arab Emirates","Asia",24,54,3360,418,16
"189","2020/04/11","AE","United Arab Emirates","Asia",24,54,3736,588,20
"190","2020/04/12","AE","United Arab Emirates","Asia",24,54,4123,680,22
"191","2020/04/13","AE","United Arab Emirates","Asia",24,54,4521,852,25
"192","2020/04/14","AE","United Arab Emirates","Asia",24,54,4933,933,28
"193","2020/04/15","AE","United Arab Emirates","Asia",24,54,5365,1034,33
"194","2020/04/16","AE","United Arab Emirates","Asia",24,54,5825,1095,35
"195","2020/04/17","AE","United Arab Emirates","Asia",24,54,6302,1188,37
"196","2020/04/18","AE","United Arab Emirates","Asia",24,54,6302,1188,37
"197","2020/04/19","AE","United Arab Emirates","Asia",24,54,6781,1286,41
"198","2020/04/20","AE","United Arab Emirates","Asia",24,54,7265,1360,43
"199","2020/04/21","AE","United Arab Emirates","Asia",24,54,7755,1443,46
"200","2020/04/22","AE","United Arab Emirates","Asia",24,54,8238,1546,52
"201","2020/04/23","AE","United Arab Emirates","Asia",24,54,8756,1637,56
"202","2020/04/24","AE","United Arab Emirates","Asia",24,54,9281,1760,64
"203","2020/04/25","AE","United Arab Emirates","Asia",24,54,9813,1887,71
"204","2020/04/26","AE","United Arab Emirates","Asia",24,54,10349,1978,76
"205","2020/04/27","AE","United Arab Emirates","Asia",24,54,10839,2090,82
"206","2020/04/28","AE","United Arab Emirates","Asia",24,54,11380,2181,89
"207","2020/04/29","AE","United Arab Emirates","Asia",24,54,11929,2329,98
"208","2020/04/30","AE","United Arab Emirates","Asia",24,54,12481,2429,105
"209","2020/05/01","AE","United Arab Emirates","Asia",24,54,13038,2543,111
"210","2020/05/02","AE","United Arab Emirates","Asia",24,54,13599,2664,119
"211","2020/05/03","AE","United Arab Emirates","Asia",24,54,14163,2763,126
"212","2020/05/04","AE","United Arab Emirates","Asia",24,54,14730,2966,137
"213","2020/05/05","AE","United Arab Emirates","Asia",24,54,15192,3153,146
"214","2020/05/06","AE","United Arab Emirates","Asia",24,54,15738,3359,157
"215","2020/05/07","AE","United Arab Emirates","Asia",24,54,16240,3572,165
"216","2020/05/08","AE","United Arab Emirates","Asia",24,54,16793,3837,174
"217","2020/01/22","AF","Afghanistan","Asia",33,65,0,0,0
"218","2020/01/23","AF","Afghanistan","Asia",33,65,0,0,0
"219","2020/01/24","AF","Afghanistan","Asia",33,65,0,0,0
"220","2020/01/25","AF","Afghanistan","Asia",33,65,0,0,0
"221","2020/01/26","AF","Afghanistan","Asia",33,65,0,0,0
"222","2020/01/27","AF","Afghanistan","Asia",33,65,0,0,0
"223","2020/01/28","AF","Afghanistan","Asia",33,65,0,0,0
"224","2020/01/29","AF","Afghanistan","Asia",33,65,0,0,0
"225","2020/01/30","AF","Afghanistan","Asia",33,65,0,0,0
"226","2020/01/31","AF","Afghanistan","Asia",33,65,0,0,0
"227","2020/02/01","AF","Afghanistan","Asia",33,65,0,0,0
"228","2020/02/02","AF","Afghanistan","Asia",33,65,0,0,0
"229","2020/02/03","AF","Afghanistan","Asia",33,65,0,0,0
"230","2020/02/04","AF","Afghanistan","Asia",33,65,0,0,0
"231","2020/02/05","AF","Afghanistan","Asia",33,65,0,0,0
"232","2020/02/06","AF","Afghanistan","Asia",33,65,0,0,0
"233","2020/02/07","AF","Afghanistan","Asia",33,65,0,0,0
"234","2020/02/08","AF","Afghanistan","Asia",33,65,0,0,0
"235","2020/02/09","AF","Afghanistan","Asia",33,65,0,0,0
"236","2020/02/10","AF","Afghanistan","Asia",33,65,0,0,0
"237","2020/02/11","AF","Afghanistan","Asia",33,65,0,0,0
"238","2020/02/12","AF","Afghanistan","Asia",33,65,0,0,0
"239","2020/02/13","AF","Afghanistan","Asia",33,65,0,0,0
"240","2020/02/14","AF","Afghanistan","Asia",33,65,0,0,0
"241","2020/02/15","AF","Afghanistan","Asia",33,65,0,0,0
"242","2020/02/16","AF","Afghanistan","Asia",33,65,0,0,0
"243","2020/02/17","AF","Afghanistan","Asia",33,65,0,0,0
"244","2020/02/18","AF","Afghanistan","Asia",33,65,0,0,0
"245","2020/02/19","AF","Afghanistan","Asia",33,65,0,0,0
"246","2020/02/20","AF","Afghanistan","Asia",33,65,0,0,0
"247","2020/02/21","AF","Afghanistan","Asia",33,65,0,0,0
"248","2020/02/22","AF","Afghanistan","Asia",33,65,0,0,0
"249","2020/02/23","AF","Afghanistan","Asia",33,65,0,0,0
"250","2020/02/24","AF","Afghanistan","Asia",33,65,1,0,0
"251","2020/02/25","AF","Afghanistan","Asia",33,65,1,0,0
"252","2020/02/26","AF","Afghanistan","Asia",33,65,1,0,0
"253","2020/02/27","AF","Afghanistan","Asia",33,65,1,0,0
"254","2020/02/28","AF","Afghanistan","Asia",33,65,1,0,0
"255","2020/02/29","AF","Afghanistan","Asia",33,65,1,0,0
"256","2020/03/01","AF","Afghanistan","Asia",33,65,1,0,0
"257","2020/03/02","AF","Afghanistan","Asia",33,65,1,0,0
"258","2020/03/03","AF","Afghanistan","Asia",33,65,1,0,0
"259","2020/03/04","AF","Afghanistan","Asia",33,65,1,0,0
"260","2020/03/05","AF","Afghanistan","Asia",33,65,1,0,0
"261","2020/03/06","AF","Afghanistan","Asia",33,65,1,0,0
"262","2020/03/07","AF","Afghanistan","Asia",33,65,1,0,0
"263","2020/03/08","AF","Afghanistan","Asia",33,65,4,0,0
"264","2020/03/09","AF","Afghanistan","Asia",33,65,4,0,0
"265","2020/03/10","AF","Afghanistan","Asia",33,65,5,0,0
"266","2020/03/11","AF","Afghanistan","Asia",33,65,7,0,0
"267","2020/03/12","AF","Afghanistan","Asia",33,65,7,0,0
"268","2020/03/13","AF","Afghanistan","Asia",33,65,7,0,0
"269","2020/03/14","AF","Afghanistan","Asia",33,65,11,0,0
"270","2020/03/15","AF","Afghanistan","Asia",33,65,16,0,0
"271","2020/03/16","AF","Afghanistan","Asia",33,65,21,1,0
"272","2020/03/17","AF","Afghanistan","Asia",33,65,22,1,0
"273","2020/03/18","AF","Afghanistan","Asia",33,65,22,1,0
"274","2020/03/19","AF","Afghanistan","Asia",33,65,22,1,0
"275","2020/03/20","AF","Afghanistan","Asia",33,65,24,1,0
"276","2020/03/21","AF","Afghanistan","Asia",33,65,24,1,0
"277","2020/03/22","AF","Afghanistan","Asia",33,65,40,1,1
"278","2020/03/23","AF","Afghanistan","Asia",33,65,40,1,1
"279","2020/03/24","AF","Afghanistan","Asia",33,65,74,1,1
"280","2020/03/25","AF","Afghanistan","Asia",33,65,84,2,2
"281","2020/03/26","AF","Afghanistan","Asia",33,65,94,2,4
"282","2020/03/27","AF","Afghanistan","Asia",33,65,110,2,4
"283","2020/03/28","AF","Afghanistan","Asia",33,65,110,2,4
"284","2020/03/29","AF","Afghanistan","Asia",33,65,120,2,4
"285","2020/03/30","AF","Afghanistan","Asia",33,65,170,2,4
"286","2020/03/31","AF","Afghanistan","Asia",33,65,174,5,4
"287","2020/04/01","AF","Afghanistan","Asia",33,65,237,5,4
"288","2020/04/02","AF","Afghanistan","Asia",33,65,273,10,6
"289","2020/04/03","AF","Afghanistan","Asia",33,65,281,10,6
"290","2020/04/04","AF","Afghanistan","Asia",33,65,299,10,7
"291","2020/04/05","AF","Afghanistan","Asia",33,65,349,15,7
"292","2020/04/06","AF","Afghanistan","Asia",33,65,367,18,11
"293","2020/04/07","AF","Afghanistan","Asia",33,65,423,18,14
"294","2020/04/08","AF","Afghanistan","Asia",33,65,444,29,14
"295","2020/04/09","AF","Afghanistan","Asia",33,65,484,32,15
"296","2020/04/10","AF","Afghanistan","Asia",33,65,521,32,15
"297","2020/04/11","AF","Afghanistan","Asia",33,65,555,32,18
"298","2020/04/12","AF","Afghanistan","Asia",33,65,607,32,18
"299","2020/04/13","AF","Afghanistan","Asia",33,65,665,32,21
"300","2020/04/14","AF","Afghanistan","Asia",33,65,714,40,23
"301","2020/04/15","AF","Afghanistan","Asia",33,65,784,43,25
"302","2020/04/16","AF","Afghanistan","Asia",33,65,840,54,30
"303","2020/04/17","AF","Afghanistan","Asia",33,65,906,99,30
"304","2020/04/18","AF","Afghanistan","Asia",33,65,933,112,30
"305","2020/04/19","AF","Afghanistan","Asia",33,65,996,131,33
"306","2020/04/20","AF","Afghanistan","Asia",33,65,1026,135,36
"307","2020/04/21","AF","Afghanistan","Asia",33,65,1092,150,36
"308","2020/04/22","AF","Afghanistan","Asia",33,65,1176,166,40
"309","2020/04/23","AF","Afghanistan","Asia",33,65,1279,179,42
"310","2020/04/24","AF","Afghanistan","Asia",33,65,1351,188,43
"311","2020/04/25","AF","Afghanistan","Asia",33,65,1463,188,47
"312","2020/04/26","AF","Afghanistan","Asia",33,65,1531,207,50
"313","2020/04/27","AF","Afghanistan","Asia",33,65,1703,220,57
"314","2020/04/28","AF","Afghanistan","Asia",33,65,1828,228,58
"315","2020/04/29","AF","Afghanistan","Asia",33,65,1939,252,60
"316","2020/04/30","AF","Afghanistan","Asia",33,65,2171,260,64
"317","2020/05/01","AF","Afghanistan","Asia",33,65,2335,310,68
"318","2020/05/02","AF","Afghanistan","Asia",33,65,2469,331,72
"319","2020/05/03","AF","Afghanistan","Asia",33,65,2704,345,85
"320","2020/05/04","AF","Afghanistan","Asia",33,65,2894,397,90
"321","2020/05/05","AF","Afghanistan","Asia",33,65,3224,421,95
"322","2020/05/06","AF","Afghanistan","Asia",33,65,3392,458,104
"323","2020/05/07","AF","Afghanistan","Asia",33,65,3563,468,106
"324","2020/05/08","AF","Afghanistan","Asia",33,65,3778,472,109
"325","2020/01/22","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"326","2020/01/23","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"327","2020/01/24","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"328","2020/01/25","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"329","2020/01/26","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"330","2020/01/27","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"331","2020/01/28","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"332","2020/01/29","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"333","2020/01/30","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"334","2020/01/31","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"335","2020/02/01","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"336","2020/02/02","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"337","2020/02/03","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"338","2020/02/04","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"339","2020/02/05","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"340","2020/02/06","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"341","2020/02/07","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"342","2020/02/08","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"343","2020/02/09","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"344","2020/02/10","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"345","2020/02/11","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"346","2020/02/12","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"347","2020/02/13","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"348","2020/02/14","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"349","2020/02/15","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"350","2020/02/16","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"351","2020/02/17","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"352","2020/02/18","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"353","2020/02/19","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"354","2020/02/20","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"355","2020/02/21","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"356","2020/02/22","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"357","2020/02/23","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"358","2020/02/24","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"359","2020/02/25","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"360","2020/02/26","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"361","2020/02/27","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"362","2020/02/28","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"363","2020/02/29","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"364","2020/03/01","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"365","2020/03/02","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"366","2020/03/03","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"367","2020/03/04","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"368","2020/03/05","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"369","2020/03/06","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"370","2020/03/07","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"371","2020/03/08","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"372","2020/03/09","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"373","2020/03/10","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"374","2020/03/11","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"375","2020/03/12","AG","Antigua and Barbuda","Americas",17.05,-61.8,0,0,0
"376","2020/03/13","AG","Antigua and Barbuda","Americas",17.05,-61.8,1,0,0
"377","2020/03/14","AG","Antigua and Barbuda","Americas",17.05,-61.8,1,0,0
"378","2020/03/15","AG","Antigua and Barbuda","Americas",17.05,-61.8,1,0,0
"379","2020/03/16","AG","Antigua and Barbuda","Americas",17.05,-61.8,1,0,0
"380","2020/03/17","AG","Antigua and Barbuda","Americas",17.05,-61.8,1,0,0
