"","Province.State","Country.Region","Lat","Long","date","cases","type"
"1","","Afghanistan",33,65,"2020-01-22",0,"confirmed"
"2","","Afghanistan",33,65,"2020-01-23",0,"confirmed"
"3","","Afghanistan",33,65,"2020-01-24",0,"confirmed"
"4","","Afghanistan",33,65,"2020-01-25",0,"confirmed"
"5","","Afghanistan",33,65,"2020-01-26",0,"confirmed"
"6","","Afghanistan",33,65,"2020-01-27",0,"confirmed"
"7","","Afghanistan",33,65,"2020-01-28",0,"confirmed"
"8","","Afghanistan",33,65,"2020-01-29",0,"confirmed"
"9","","Afghanistan",33,65,"2020-01-30",0,"confirmed"
"10","","Afghanistan",33,65,"2020-01-31",0,"confirmed"
"11","","Afghanistan",33,65,"2020-02-01",0,"confirmed"
"12","","Afghanistan",33,65,"2020-02-02",0,"confirmed"
"13","","Afghanistan",33,65,"2020-02-03",0,"confirmed"
"14","","Afghanistan",33,65,"2020-02-04",0,"confirmed"
"15","","Afghanistan",33,65,"2020-02-05",0,"confirmed"
"16","","Afghanistan",33,65,"2020-02-06",0,"confirmed"
"17","","Afghanistan",33,65,"2020-02-07",0,"confirmed"
"18","","Afghanistan",33,65,"2020-02-08",0,"confirmed"
"19","","Afghanistan",33,65,"2020-02-09",0,"confirmed"
"20","","Afghanistan",33,65,"2020-02-10",0,"confirmed"
"21","","Afghanistan",33,65,"2020-02-11",0,"confirmed"
"22","","Afghanistan",33,65,"2020-02-12",0,"confirmed"
"23","","Afghanistan",33,65,"2020-02-13",0,"confirmed"
"24","","Afghanistan",33,65,"2020-02-14",0,"confirmed"
"25","","Afghanistan",33,65,"2020-02-15",0,"confirmed"
"26","","Afghanistan",33,65,"2020-02-16",0,"confirmed"
"27","","Afghanistan",33,65,"2020-02-17",0,"confirmed"
"28","","Afghanistan",33,65,"2020-02-18",0,"confirmed"
"29","","Afghanistan",33,65,"2020-02-19",0,"confirmed"
"30","","Afghanistan",33,65,"2020-02-20",0,"confirmed"
"31","","Afghanistan",33,65,"2020-02-21",0,"confirmed"
"32","","Afghanistan",33,65,"2020-02-22",0,"confirmed"
"33","","Afghanistan",33,65,"2020-02-23",0,"confirmed"
"34","","Afghanistan",33,65,"2020-02-24",1,"confirmed"
"35","","Afghanistan",33,65,"2020-02-25",0,"confirmed"
"36","","Afghanistan",33,65,"2020-02-26",0,"confirmed"
"37","","Afghanistan",33,65,"2020-02-27",0,"confirmed"
"38","","Afghanistan",33,65,"2020-02-28",0,"confirmed"
"39","","Afghanistan",33,65,"2020-02-29",0,"confirmed"
"40","","Afghanistan",33,65,"2020-03-01",0,"confirmed"
"41","","Afghanistan",33,65,"2020-03-02",0,"confirmed"
"42","","Afghanistan",33,65,"2020-03-03",0,"confirmed"
"43","","Afghanistan",33,65,"2020-03-04",0,"confirmed"
"44","","Afghanistan",33,65,"2020-03-05",0,"confirmed"
"45","","Afghanistan",33,65,"2020-03-06",0,"confirmed"
"46","","Afghanistan",33,65,"2020-03-07",0,"confirmed"
"47","","Afghanistan",33,65,"2020-03-08",3,"confirmed"
"48","","Afghanistan",33,65,"2020-03-09",0,"confirmed"
"49","","Afghanistan",33,65,"2020-03-10",1,"confirmed"
"50","","Afghanistan",33,65,"2020-03-11",2,"confirmed"
"51","","Afghanistan",33,65,"2020-03-12",0,"confirmed"
"52","","Afghanistan",33,65,"2020-03-13",0,"confirmed"
"53","","Afghanistan",33,65,"2020-03-14",4,"confirmed"
"54","","Afghanistan",33,65,"2020-03-15",5,"confirmed"
"55","","Afghanistan",33,65,"2020-03-16",5,"confirmed"
"56","","Afghanistan",33,65,"2020-03-17",1,"confirmed"
"57","","Afghanistan",33,65,"2020-03-18",0,"confirmed"
"58","","Afghanistan",33,65,"2020-03-19",0,"confirmed"
"59","","Albania",41.1533,20.1683,"2020-01-22",0,"confirmed"
"60","","Albania",41.1533,20.1683,"2020-01-23",0,"confirmed"
"61","","Albania",41.1533,20.1683,"2020-01-24",0,"confirmed"
"62","","Albania",41.1533,20.1683,"2020-01-25",0,"confirmed"
"63","","Albania",41.1533,20.1683,"2020-01-26",0,"confirmed"
"64","","Albania",41.1533,20.1683,"2020-01-27",0,"confirmed"
"65","","Albania",41.1533,20.1683,"2020-01-28",0,"confirmed"
"66","","Albania",41.1533,20.1683,"2020-01-29",0,"confirmed"
"67","","Albania",41.1533,20.1683,"2020-01-30",0,"confirmed"
"68","","Albania",41.1533,20.1683,"2020-01-31",0,"confirmed"
"69","","Albania",41.1533,20.1683,"2020-02-01",0,"confirmed"
"70","","Albania",41.1533,20.1683,"2020-02-02",0,"confirmed"
"71","","Albania",41.1533,20.1683,"2020-02-03",0,"confirmed"
"72","","Albania",41.1533,20.1683,"2020-02-04",0,"confirmed"
"73","","Albania",41.1533,20.1683,"2020-02-05",0,"confirmed"
"74","","Albania",41.1533,20.1683,"2020-02-06",0,"confirmed"
"75","","Albania",41.1533,20.1683,"2020-02-07",0,"confirmed"
"76","","Albania",41.1533,20.1683,"2020-02-08",0,"confirmed"
"77","","Albania",41.1533,20.1683,"2020-02-09",0,"confirmed"
"78","","Albania",41.1533,20.1683,"2020-02-10",0,"confirmed"
"79","","Albania",41.1533,20.1683,"2020-02-11",0,"confirmed"
"80","","Albania",41.1533,20.1683,"2020-02-12",0,"confirmed"
"81","","Albania",41.1533,20.1683,"2020-02-13",0,"confirmed"
"82","","Albania",41.1533,20.1683,"2020-02-14",0,"confirmed"
"83","","Albania",41.1533,20.1683,"2020-02-15",0,"confirmed"
"84","","Albania",41.1533,20.1683,"2020-02-16",0,"confirmed"
"85","","Albania",41.1533,20.1683,"2020-02-17",0,"confirmed"
"86","","Albania",41.1533,20.1683,"2020-02-18",0,"confirmed"
"87","","Albania",41.1533,20.1683,"2020-02-19",0,"confirmed"
"88","","Albania",41.1533,20.1683,"2020-02-20",0,"confirmed"
"89","","Albania",41.1533,20.1683,"2020-02-21",0,"confirmed"
"90","","Albania",41.1533,20.1683,"2020-02-22",0,"confirmed"
"91","","Albania",41.1533,20.1683,"2020-02-23",0,"confirmed"
"92","","Albania",41.1533,20.1683,"2020-02-24",0,"confirmed"
"93","","Albania",41.1533,20.1683,"2020-02-25",0,"confirmed"
"94","","Albania",41.1533,20.1683,"2020-02-26",0,"confirmed"
"95","","Albania",41.1533,20.1683,"2020-02-27",0,"confirmed"
"96","","Albania",41.1533,20.1683,"2020-02-28",0,"confirmed"
"97","","Albania",41.1533,20.1683,"2020-02-29",0,"confirmed"
"98","","Albania",41.1533,20.1683,"2020-03-01",0,"confirmed"
"99","","Albania",41.1533,20.1683,"2020-03-02",0,"confirmed"
"100","","Albania",41.1533,20.1683,"2020-03-03",0,"confirmed"
"101","","Albania",41.1533,20.1683,"2020-03-04",0,"confirmed"
"102","","Albania",41.1533,20.1683,"2020-03-05",0,"confirmed"
"103","","Albania",41.1533,20.1683,"2020-03-06",0,"confirmed"
"104","","Albania",41.1533,20.1683,"2020-03-07",0,"confirmed"
"105","","Albania",41.1533,20.1683,"2020-03-08",0,"confirmed"
"106","","Albania",41.1533,20.1683,"2020-03-09",2,"confirmed"
"107","","Albania",41.1533,20.1683,"2020-03-10",8,"confirmed"
"108","","Albania",41.1533,20.1683,"2020-03-11",2,"confirmed"
"109","","Albania",41.1533,20.1683,"2020-03-12",11,"confirmed"
"110","","Albania",41.1533,20.1683,"2020-03-13",10,"confirmed"
"111","","Albania",41.1533,20.1683,"2020-03-14",5,"confirmed"
"112","","Albania",41.1533,20.1683,"2020-03-15",4,"confirmed"
"113","","Albania",41.1533,20.1683,"2020-03-16",9,"confirmed"
"114","","Albania",41.1533,20.1683,"2020-03-17",4,"confirmed"
"115","","Albania",41.1533,20.1683,"2020-03-18",4,"confirmed"
"116","","Albania",41.1533,20.1683,"2020-03-19",5,"confirmed"
"117","","Algeria",28.0339,1.6596,"2020-01-22",0,"confirmed"
"118","","Algeria",28.0339,1.6596,"2020-01-23",0,"confirmed"
"119","","Algeria",28.0339,1.6596,"2020-01-24",0,"confirmed"
"120","","Algeria",28.0339,1.6596,"2020-01-25",0,"confirmed"
"121","","Algeria",28.0339,1.6596,"2020-01-26",0,"confirmed"
"122","","Algeria",28.0339,1.6596,"2020-01-27",0,"confirmed"
"123","","Algeria",28.0339,1.6596,"2020-01-28",0,"confirmed"
"124","","Algeria",28.0339,1.6596,"2020-01-29",0,"confirmed"
"125","","Algeria",28.0339,1.6596,"2020-01-30",0,"confirmed"
"126","","Algeria",28.0339,1.6596,"2020-01-31",0,"confirmed"
"127","","Algeria",28.0339,1.6596,"2020-02-01",0,"confirmed"
"128","","Algeria",28.0339,1.6596,"2020-02-02",0,"confirmed"
"129","","Algeria",28.0339,1.6596,"2020-02-03",0,"confirmed"
"130","","Algeria",28.0339,1.6596,"2020-02-04",0,"confirmed"
"131","","Algeria",28.0339,1.6596,"2020-02-05",0,"confirmed"
"132","","Algeria",28.0339,1.6596,"2020-02-06",0,"confirmed"
"133","","Algeria",28.0339,1.6596,"2020-02-07",0,"confirmed"
"134","","Algeria",28.0339,1.6596,"2020-02-08",0,"confirmed"
"135","","Algeria",28.0339,1.6596,"2020-02-09",0,"confirmed"
"136","","Algeria",28.0339,1.6596,"2020-02-10",0,"confirmed"
"137","","Algeria",28.0339,1.6596,"2020-02-11",0,"confirmed"
"138","","Algeria",28.0339,1.6596,"2020-02-12",0,"confirmed"
"139","","Algeria",28.0339,1.6596,"2020-02-13",0,"confirmed"
"140","","Algeria",28.0339,1.6596,"2020-02-14",0,"confirmed"
"141","","Algeria",28.0339,1.6596,"2020-02-15",0,"confirmed"
"142","","Algeria",28.0339,1.6596,"2020-02-16",0,"confirmed"
"143","","Algeria",28.0339,1.6596,"2020-02-17",0,"confirmed"
"144","","Algeria",28.0339,1.6596,"2020-02-18",0,"confirmed"
"145","","Algeria",28.0339,1.6596,"2020-02-19",0,"confirmed"
"146","","Algeria",28.0339,1.6596,"2020-02-20",0,"confirmed"
"147","","Algeria",28.0339,1.6596,"2020-02-21",0,"confirmed"
"148","","Algeria",28.0339,1.6596,"2020-02-22",0,"confirmed"
"149","","Algeria",28.0339,1.6596,"2020-02-23",0,"confirmed"
"150","","Algeria",28.0339,1.6596,"2020-02-24",0,"confirmed"
"151","","Algeria",28.0339,1.6596,"2020-02-25",1,"confirmed"
"152","","Algeria",28.0339,1.6596,"2020-02-26",0,"confirmed"
"153","","Algeria",28.0339,1.6596,"2020-02-27",0,"confirmed"
"154","","Algeria",28.0339,1.6596,"2020-02-28",0,"confirmed"
"155","","Algeria",28.0339,1.6596,"2020-02-29",0,"confirmed"
"156","","Algeria",28.0339,1.6596,"2020-03-01",0,"confirmed"
"157","","Algeria",28.0339,1.6596,"2020-03-02",2,"confirmed"
"158","","Algeria",28.0339,1.6596,"2020-03-03",2,"confirmed"
"159","","Algeria",28.0339,1.6596,"2020-03-04",7,"confirmed"
"160","","Algeria",28.0339,1.6596,"2020-03-05",0,"confirmed"
"161","","Algeria",28.0339,1.6596,"2020-03-06",5,"confirmed"
"162","","Algeria",28.0339,1.6596,"2020-03-07",0,"confirmed"
"163","","Algeria",28.0339,1.6596,"2020-03-08",2,"confirmed"
"164","","Algeria",28.0339,1.6596,"2020-03-09",1,"confirmed"
"165","","Algeria",28.0339,1.6596,"2020-03-10",0,"confirmed"
"166","","Algeria",28.0339,1.6596,"2020-03-11",0,"confirmed"
"167","","Algeria",28.0339,1.6596,"2020-03-12",4,"confirmed"
"168","","Algeria",28.0339,1.6596,"2020-03-13",2,"confirmed"
"169","","Algeria",28.0339,1.6596,"2020-03-14",11,"confirmed"
"170","","Algeria",28.0339,1.6596,"2020-03-15",11,"confirmed"
"171","","Algeria",28.0339,1.6596,"2020-03-16",6,"confirmed"
"172","","Algeria",28.0339,1.6596,"2020-03-17",6,"confirmed"
"173","","Algeria",28.0339,1.6596,"2020-03-18",14,"confirmed"
"174","","Algeria",28.0339,1.6596,"2020-03-19",13,"confirmed"
"175","","Andorra",42.5063,1.5218,"2020-01-22",0,"confirmed"
"176","","Andorra",42.5063,1.5218,"2020-01-23",0,"confirmed"
"177","","Andorra",42.5063,1.5218,"2020-01-24",0,"confirmed"
"178","","Andorra",42.5063,1.5218,"2020-01-25",0,"confirmed"
"179","","Andorra",42.5063,1.5218,"2020-01-26",0,"confirmed"
"180","","Andorra",42.5063,1.5218,"2020-01-27",0,"confirmed"
"181","","Andorra",42.5063,1.5218,"2020-01-28",0,"confirmed"
"182","","Andorra",42.5063,1.5218,"2020-01-29",0,"confirmed"
"183","","Andorra",42.5063,1.5218,"2020-01-30",0,"confirmed"
"184","","Andorra",42.5063,1.5218,"2020-01-31",0,"confirmed"
"185","","Andorra",42.5063,1.5218,"2020-02-01",0,"confirmed"
"186","","Andorra",42.5063,1.5218,"2020-02-02",0,"confirmed"
"187","","Andorra",42.5063,1.5218,"2020-02-03",0,"confirmed"
"188","","Andorra",42.5063,1.5218,"2020-02-04",0,"confirmed"
"189","","Andorra",42.5063,1.5218,"2020-02-05",0,"confirmed"
"190","","Andorra",42.5063,1.5218,"2020-02-06",0,"confirmed"
"191","","Andorra",42.5063,1.5218,"2020-02-07",0,"confirmed"
"192","","Andorra",42.5063,1.5218,"2020-02-08",0,"confirmed"
"193","","Andorra",42.5063,1.5218,"2020-02-09",0,"confirmed"
"194","","Andorra",42.5063,1.5218,"2020-02-10",0,"confirmed"
"195","","Andorra",42.5063,1.5218,"2020-02-11",0,"confirmed"
"196","","Andorra",42.5063,1.5218,"2020-02-12",0,"confirmed"
"197","","Andorra",42.5063,1.5218,"2020-02-13",0,"confirmed"
"198","","Andorra",42.5063,1.5218,"2020-02-14",0,"confirmed"
"199","","Andorra",42.5063,1.5218,"2020-02-15",0,"confirmed"
"200","","Andorra",42.5063,1.5218,"2020-02-16",0,"confirmed"
"201","","Andorra",42.5063,1.5218,"2020-02-17",0,"confirmed"
"202","","Andorra",42.5063,1.5218,"2020-02-18",0,"confirmed"
"203","","Andorra",42.5063,1.5218,"2020-02-19",0,"confirmed"
"204","","Andorra",42.5063,1.5218,"2020-02-20",0,"confirmed"
"205","","Andorra",42.5063,1.5218,"2020-02-21",0,"confirmed"
"206","","Andorra",42.5063,1.5218,"2020-02-22",0,"confirmed"
"207","","Andorra",42.5063,1.5218,"2020-02-23",0,"confirmed"
"208","","Andorra",42.5063,1.5218,"2020-02-24",0,"confirmed"
"209","","Andorra",42.5063,1.5218,"2020-02-25",0,"confirmed"
"210","","Andorra",42.5063,1.5218,"2020-02-26",0,"confirmed"
"211","","Andorra",42.5063,1.5218,"2020-02-27",0,"confirmed"
"212","","Andorra",42.5063,1.5218,"2020-02-28",0,"confirmed"
"213","","Andorra",42.5063,1.5218,"2020-02-29",0,"confirmed"
"214","","Andorra",42.5063,1.5218,"2020-03-01",0,"confirmed"
"215","","Andorra",42.5063,1.5218,"2020-03-02",1,"confirmed"
"216","","Andorra",42.5063,1.5218,"2020-03-03",0,"confirmed"
"217","","Andorra",42.5063,1.5218,"2020-03-04",0,"confirmed"
"218","","Andorra",42.5063,1.5218,"2020-03-05",0,"confirmed"
"219","","Andorra",42.5063,1.5218,"2020-03-06",0,"confirmed"
"220","","Andorra",42.5063,1.5218,"2020-03-07",0,"confirmed"
"221","","Andorra",42.5063,1.5218,"2020-03-08",0,"confirmed"
"222","","Andorra",42.5063,1.5218,"2020-03-09",0,"confirmed"
"223","","Andorra",42.5063,1.5218,"2020-03-10",0,"confirmed"
"224","","Andorra",42.5063,1.5218,"2020-03-11",0,"confirmed"
"225","","Andorra",42.5063,1.5218,"2020-03-12",0,"confirmed"
"226","","Andorra",42.5063,1.5218,"2020-03-13",0,"confirmed"
"227","","Andorra",42.5063,1.5218,"2020-03-14",0,"confirmed"
"228","","Andorra",42.5063,1.5218,"2020-03-15",0,"confirmed"
"229","","Andorra",42.5063,1.5218,"2020-03-16",1,"confirmed"
"230","","Andorra",42.5063,1.5218,"2020-03-17",37,"confirmed"
"231","","Andorra",42.5063,1.5218,"2020-03-18",0,"confirmed"
"232","","Andorra",42.5063,1.5218,"2020-03-19",14,"confirmed"
"233","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-22",0,"confirmed"
"234","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-23",0,"confirmed"
"235","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-24",0,"confirmed"
"236","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-25",0,"confirmed"
"237","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-26",0,"confirmed"
"238","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-27",0,"confirmed"
"239","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-28",0,"confirmed"
"240","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-29",0,"confirmed"
"241","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-30",0,"confirmed"
"242","","Antigua and Barbuda",17.0608,-61.7964,"2020-01-31",0,"confirmed"
"243","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-01",0,"confirmed"
"244","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-02",0,"confirmed"
"245","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-03",0,"confirmed"
"246","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-04",0,"confirmed"
"247","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-05",0,"confirmed"
"248","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-06",0,"confirmed"
"249","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-07",0,"confirmed"
"250","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-08",0,"confirmed"
"251","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-09",0,"confirmed"
"252","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-10",0,"confirmed"
"253","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-11",0,"confirmed"
"254","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-12",0,"confirmed"
"255","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-13",0,"confirmed"
"256","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-14",0,"confirmed"
"257","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-15",0,"confirmed"
"258","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-16",0,"confirmed"
"259","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-17",0,"confirmed"
"260","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-18",0,"confirmed"
"261","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-19",0,"confirmed"
"262","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-20",0,"confirmed"
"263","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-21",0,"confirmed"
"264","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-22",0,"confirmed"
"265","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-23",0,"confirmed"
"266","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-24",0,"confirmed"
"267","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-25",0,"confirmed"
"268","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-26",0,"confirmed"
"269","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-27",0,"confirmed"
"270","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-28",0,"confirmed"
"271","","Antigua and Barbuda",17.0608,-61.7964,"2020-02-29",0,"confirmed"
"272","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-01",0,"confirmed"
"273","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-02",0,"confirmed"
"274","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-03",0,"confirmed"
"275","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-04",0,"confirmed"
"276","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-05",0,"confirmed"
"277","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-06",0,"confirmed"
"278","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-07",0,"confirmed"
"279","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-08",0,"confirmed"
"280","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-09",0,"confirmed"
"281","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-10",0,"confirmed"
"282","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-11",0,"confirmed"
"283","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-12",0,"confirmed"
"284","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-13",1,"confirmed"
"285","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-14",0,"confirmed"
"286","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-15",0,"confirmed"
"287","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-16",0,"confirmed"
"288","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-17",0,"confirmed"
"289","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-18",0,"confirmed"
"290","","Antigua and Barbuda",17.0608,-61.7964,"2020-03-19",0,"confirmed"
"291","","Argentina",-38.4161,-63.6167,"2020-01-22",0,"confirmed"
"292","","Argentina",-38.4161,-63.6167,"2020-01-23",0,"confirmed"
"293","","Argentina",-38.4161,-63.6167,"2020-01-24",0,"confirmed"
"294","","Argentina",-38.4161,-63.6167,"2020-01-25",0,"confirmed"
"295","","Argentina",-38.4161,-63.6167,"2020-01-26",0,"confirmed"
"296","","Argentina",-38.4161,-63.6167,"2020-01-27",0,"confirmed"
"297","","Argentina",-38.4161,-63.6167,"2020-01-28",0,"confirmed"
"298","","Argentina",-38.4161,-63.6167,"2020-01-29",0,"confirmed"
"299","","Argentina",-38.4161,-63.6167,"2020-01-30",0,"confirmed"
"300","","Argentina",-38.4161,-63.6167,"2020-01-31",0,"confirmed"
"301","","Argentina",-38.4161,-63.6167,"2020-02-01",0,"confirmed"
"302","","Argentina",-38.4161,-63.6167,"2020-02-02",0,"confirmed"
"303","","Argentina",-38.4161,-63.6167,"2020-02-03",0,"confirmed"
"304","","Argentina",-38.4161,-63.6167,"2020-02-04",0,"confirmed"
"305","","Argentina",-38.4161,-63.6167,"2020-02-05",0,"confirmed"
"306","","Argentina",-38.4161,-63.6167,"2020-02-06",0,"confirmed"
"307","","Argentina",-38.4161,-63.6167,"2020-02-07",0,"confirmed"
"308","","Argentina",-38.4161,-63.6167,"2020-02-08",0,"confirmed"
"309","","Argentina",-38.4161,-63.6167,"2020-02-09",0,"confirmed"
"310","","Argentina",-38.4161,-63.6167,"2020-02-10",0,"confirmed"
"311","","Argentina",-38.4161,-63.6167,"2020-02-11",0,"confirmed"
"312","","Argentina",-38.4161,-63.6167,"2020-02-12",0,"confirmed"
"313","","Argentina",-38.4161,-63.6167,"2020-02-13",0,"confirmed"
"314","","Argentina",-38.4161,-63.6167,"2020-02-14",0,"confirmed"
"315","","Argentina",-38.4161,-63.6167,"2020-02-15",0,"confirmed"
"316","","Argentina",-38.4161,-63.6167,"2020-02-16",0,"confirmed"
"317","","Argentina",-38.4161,-63.6167,"2020-02-17",0,"confirmed"
"318","","Argentina",-38.4161,-63.6167,"2020-02-18",0,"confirmed"
"319","","Argentina",-38.4161,-63.6167,"2020-02-19",0,"confirmed"
"320","","Argentina",-38.4161,-63.6167,"2020-02-20",0,"confirmed"
"321","","Argentina",-38.4161,-63.6167,"2020-02-21",0,"confirmed"
"322","","Argentina",-38.4161,-63.6167,"2020-02-22",0,"confirmed"
"323","","Argentina",-38.4161,-63.6167,"2020-02-23",0,"confirmed"
"324","","Argentina",-38.4161,-63.6167,"2020-02-24",0,"confirmed"
"325","","Argentina",-38.4161,-63.6167,"2020-02-25",0,"confirmed"
"326","","Argentina",-38.4161,-63.6167,"2020-02-26",0,"confirmed"
"327","","Argentina",-38.4161,-63.6167,"2020-02-27",0,"confirmed"
"328","","Argentina",-38.4161,-63.6167,"2020-02-28",0,"confirmed"
"329","","Argentina",-38.4161,-63.6167,"2020-02-29",0,"confirmed"
"330","","Argentina",-38.4161,-63.6167,"2020-03-01",0,"confirmed"
"331","","Argentina",-38.4161,-63.6167,"2020-03-02",0,"confirmed"
"332","","Argentina",-38.4161,-63.6167,"2020-03-03",1,"confirmed"
"333","","Argentina",-38.4161,-63.6167,"2020-03-04",0,"confirmed"
"334","","Argentina",-38.4161,-63.6167,"2020-03-05",0,"confirmed"
"335","","Argentina",-38.4161,-63.6167,"2020-03-06",1,"confirmed"
"336","","Argentina",-38.4161,-63.6167,"2020-03-07",6,"confirmed"
"337","","Argentina",-38.4161,-63.6167,"2020-03-08",4,"confirmed"
"338","","Argentina",-38.4161,-63.6167,"2020-03-09",0,"confirmed"
"339","","Argentina",-38.4161,-63.6167,"2020-03-10",5,"confirmed"
"340","","Argentina",-38.4161,-63.6167,"2020-03-11",2,"confirmed"
"341","","Argentina",-38.4161,-63.6167,"2020-03-12",0,"confirmed"
"342","","Argentina",-38.4161,-63.6167,"2020-03-13",12,"confirmed"
"343","","Argentina",-38.4161,-63.6167,"2020-03-14",3,"confirmed"
"344","","Argentina",-38.4161,-63.6167,"2020-03-15",11,"confirmed"
"345","","Argentina",-38.4161,-63.6167,"2020-03-16",11,"confirmed"
"346","","Argentina",-38.4161,-63.6167,"2020-03-17",12,"confirmed"
"347","","Argentina",-38.4161,-63.6167,"2020-03-18",11,"confirmed"
"348","","Argentina",-38.4161,-63.6167,"2020-03-19",18,"confirmed"
"349","","Armenia",40.0691,45.0382,"2020-01-22",0,"confirmed"
"350","","Armenia",40.0691,45.0382,"2020-01-23",0,"confirmed"
"351","","Armenia",40.0691,45.0382,"2020-01-24",0,"confirmed"
"352","","Armenia",40.0691,45.0382,"2020-01-25",0,"confirmed"
"353","","Armenia",40.0691,45.0382,"2020-01-26",0,"confirmed"
"354","","Armenia",40.0691,45.0382,"2020-01-27",0,"confirmed"
"355","","Armenia",40.0691,45.0382,"2020-01-28",0,"confirmed"
"356","","Armenia",40.0691,45.0382,"2020-01-29",0,"confirmed"
"357","","Armenia",40.0691,45.0382,"2020-01-30",0,"confirmed"
"358","","Armenia",40.0691,45.0382,"2020-01-31",0,"confirmed"
"359","","Armenia",40.0691,45.0382,"2020-02-01",0,"confirmed"
"360","","Armenia",40.0691,45.0382,"2020-02-02",0,"confirmed"
"361","","Armenia",40.0691,45.0382,"2020-02-03",0,"confirmed"
"362","","Armenia",40.0691,45.0382,"2020-02-04",0,"confirmed"
"363","","Armenia",40.0691,45.0382,"2020-02-05",0,"confirmed"
"364","","Armenia",40.0691,45.0382,"2020-02-06",0,"confirmed"
"365","","Armenia",40.0691,45.0382,"2020-02-07",0,"confirmed"
"366","","Armenia",40.0691,45.0382,"2020-02-08",0,"confirmed"
"367","","Armenia",40.0691,45.0382,"2020-02-09",0,"confirmed"
"368","","Armenia",40.0691,45.0382,"2020-02-10",0,"confirmed"
"369","","Armenia",40.0691,45.0382,"2020-02-11",0,"confirmed"
"370","","Armenia",40.0691,45.0382,"2020-02-12",0,"confirmed"
"371","","Armenia",40.0691,45.0382,"2020-02-13",0,"confirmed"
"372","","Armenia",40.0691,45.0382,"2020-02-14",0,"confirmed"
"373","","Armenia",40.0691,45.0382,"2020-02-15",0,"confirmed"
"374","","Armenia",40.0691,45.0382,"2020-02-16",0,"confirmed"
"375","","Armenia",40.0691,45.0382,"2020-02-17",0,"confirmed"
"376","","Armenia",40.0691,45.0382,"2020-02-18",0,"confirmed"
"377","","Armenia",40.0691,45.0382,"2020-02-19",0,"confirmed"
"378","","Armenia",40.0691,45.0382,"2020-02-20",0,"confirmed"
"379","","Armenia",40.0691,45.0382,"2020-02-21",0,"confirmed"
"380","","Armenia",40.0691,45.0382,"2020-02-22",0,"confirmed"
"381","","Armenia",40.0691,45.0382,"2020-02-23",0,"confirmed"
